% Encoder logfile
% 1 	Time (sec)
% 2,3 	enc left, right
% 4,5 	encoder change left, right
1706887071.2310 0 202 0 0
1706887071.2395 0 202 0 0
1706887071.2469 0 202 0 0
1706887071.2555 0 202 0 0
1706887071.2638 0 202 0 0
1706887071.2710 0 202 0 0
1706887071.2794 0 202 0 0
1706887071.2870 0 202 0 0
1706887071.2954 0 202 0 0
1706887071.3030 0 202 0 0
1706887071.3116 0 202 0 0
1706887071.3188 0 202 0 0
1706887071.3270 0 202 0 0
1706887071.3356 0 202 0 0
1706887071.3429 0 202 0 0
1706887071.3515 0 202 0 0
1706887071.3589 0 202 0 0
1706887071.3670 0 202 0 0
1706887071.3747 0 202 0 0
1706887071.3842 0 202 0 0
1706887071.3915 0 202 0 0
1706887071.3988 0 202 0 0
1706887071.4079 0 202 0 0
1706887071.4154 0 202 0 0
1706887071.4232 0 202 0 0
1706887071.4317 0 202 0 0
1706887071.4388 0 202 0 0
1706887071.4480 0 202 0 0
1706887071.4564 0 202 0 0
1706887071.4635 0 202 0 0
1706887071.4710 0 202 0 0
1706887071.4792 0 202 0 0
1706887071.4876 0 202 0 0
1706887071.4949 0 202 0 0
1706887071.5035 0 202 0 0
1706887071.5109 0 202 0 0
1706887071.5195 0 202 0 0
1706887071.5277 0 202 0 0
1706887071.5351 0 202 0 0
1706887071.5435 0 202 0 0
1706887071.5510 0 202 0 0
1706887071.5594 0 202 0 0
1706887071.5670 0 202 0 0
1706887071.5753 0 202 0 0
1706887071.5836 0 202 0 0
1706887071.5912 0 202 0 0
1706887071.5997 0 202 0 0
1706887071.6070 0 202 0 0
1706887071.6157 0 202 0 0
1706887071.6240 0 202 0 0
1706887071.6312 0 202 0 0
1706887071.6387 0 202 0 0
1706887071.6473 0 202 0 0
1706887071.6557 0 202 0 0
1706887071.6632 0 202 0 0
1706887071.6718 0 202 0 0
1706887071.6796 0 202 0 0
1706887071.6871 0 202 0 0
1706887071.6957 0 202 0 0
1706887071.7030 0 202 0 0
1706887071.7116 0 202 0 0
1706887071.7189 0 202 0 0
1706887071.7270 0 202 0 0
1706887071.7356 0 202 0 0
1706887071.7433 0 202 0 0
1706887071.7507 0 202 0 0
1706887071.7590 0 202 0 0
1706887071.7676 0 202 0 0
1706887071.7757 0 202 0 0
1706887071.7833 0 202 0 0
1706887071.7917 0 202 0 0
1706887071.7991 0 202 0 0
1706887071.8075 0 202 0 0
1706887071.8149 0 202 0 0
1706887071.8230 0 202 0 0
1706887071.8315 0 202 0 0
1706887071.8390 0 202 0 0
1706887071.8475 0 202 0 0
1706887071.8548 0 202 0 0
1706887071.8634 0 202 0 0
1706887071.8717 0 202 0 0
1706887071.8790 0 202 0 0
1706887071.8875 0 202 0 0
1706887071.8948 0 202 0 0
1706887071.9032 0 202 0 0
1706887071.9118 0 202 0 0
1706887071.9191 0 202 0 0
1706887071.9274 0 202 0 0
1706887071.9349 0 202 0 0
1706887071.9432 0 202 0 0
1706887071.9509 0 202 0 0
1706887071.9595 0 202 0 0
1706887071.9669 0 202 0 0
1706887071.9751 0 202 0 0
1706887071.9838 0 202 0 0
1706887071.9910 0 202 0 0
1706887071.9996 0 202 0 0
1706887072.0071 0 202 0 0
1706887072.0155 0 202 0 0
1706887072.0237 0 202 0 0
1706887072.0312 0 202 0 0
1706887072.0394 0 202 0 0
1706887072.0469 0 202 0 0
1706887072.0555 0 202 0 0
1706887072.0629 0 202 0 0
1706887072.0715 0 202 0 0
1706887072.0795 0 202 0 0
1706887072.0870 0 202 0 0
1706887072.0957 0 202 0 0
1706887072.1033 0 202 0 0
1706887072.1117 0 202 0 0
1706887072.1193 0 202 0 0
1706887072.1274 0 202 0 0
1706887072.1357 0 202 0 0
1706887072.1433 0 202 0 0
1706887072.1518 0 202 0 0
1706887072.1591 0 202 0 0
1706887072.1675 0 202 0 0
1706887072.1757 0 202 0 0
1706887072.1831 0 202 0 0
1706887072.1916 0 202 0 0
1706887072.1991 0 202 0 0
1706887072.2075 0 202 0 0
1706887072.2148 0 202 0 0
1706887072.2240 0 202 0 0
1706887072.2313 0 202 0 0
1706887072.2388 0 202 0 0
1706887072.2475 0 202 0 0
1706887072.2549 0 202 0 0
1706887072.2629 0 202 0 0
1706887072.2716 0 202 0 0
1706887072.2797 0 202 0 0
1706887072.2873 0 202 0 0
1706887072.2959 0 202 0 0
1706887072.3031 0 202 0 0
1706887072.3116 0 202 0 0
1706887072.3191 0 202 0 0
1706887072.3272 0 202 0 0
1706887072.3358 0 202 0 0
1706887072.3434 0 202 0 0
1706887072.3516 0 202 0 0
1706887072.3592 0 202 0 0
1706887072.3677 0 202 0 0
1706887072.3747 0 202 0 0
1706887072.3833 0 202 0 0
1706887072.3910 0 202 0 0
1706887072.3993 0 202 0 0
1706887072.4069 0 202 0 0
1706887072.4157 0 202 0 0
1706887072.4228 0 202 0 0
1706887072.4315 0 202 0 0
1706887072.4389 0 202 0 0
1706887072.4474 0 202 0 0
1706887072.4549 0 202 0 0
1706887072.4634 0 202 0 0
1706887072.4707 0 202 0 0
1706887072.4790 0 202 0 0
1706887072.4874 0 202 0 0
1706887072.4957 0 202 0 0
1706887072.5032 0 202 0 0
1706887072.5118 0 202 0 0
1706887072.5191 0 202 0 0
1706887072.5278 0 202 0 0
1706887072.5353 0 202 0 0
1706887072.5437 0 202 0 0
1706887072.5511 0 202 0 0
1706887072.5598 0 202 0 0
1706887072.5671 0 202 0 0
1706887072.5753 0 202 0 0
1706887072.5829 0 202 0 0
1706887072.5914 0 202 0 0
1706887072.5990 0 202 0 0
1706887072.6077 0 202 0 0
1706887072.6152 0 202 0 0
1706887072.6236 0 202 0 0
1706887072.6312 0 202 0 0
1706887072.6396 0 202 0 0
1706887072.6472 0 202 0 0
1706887072.6559 0 202 0 0
1706887072.6631 0 202 0 0
1706887072.6718 0 202 0 0
1706887072.6789 0 202 0 0
1706887072.6873 0 202 0 0
1706887072.6950 0 202 0 0
1706887072.7036 0 202 0 0
1706887072.7108 0 202 0 0
1706887072.7195 0 202 0 0
1706887072.7278 0 202 0 0
1706887072.7352 0 202 0 0
1706887072.7438 0 202 0 0
1706887072.7514 0 202 0 0
1706887072.7595 0 202 0 0
1706887072.7672 0 202 0 0
1706887072.7756 0 202 0 0
1706887072.7830 0 202 0 0
1706887072.7916 0 202 0 0
1706887072.7990 0 202 0 0
1706887072.8075 0 202 0 0
1706887072.8150 0 202 0 0
1706887072.8232 0 202 0 0
1706887072.8317 0 202 0 0
1706887072.8393 0 202 0 0
1706887072.8476 0 202 0 0
1706887072.8550 0 202 0 0
1706887072.8636 0 202 0 0
1706887072.8711 0 202 0 0
1706887072.8792 0 202 0 0
1706887072.8876 0 202 0 0
1706887072.8952 0 202 0 0
1706887072.9036 0 202 0 0
1706887072.9111 0 202 0 0
1706887072.9198 0 202 0 0
1706887072.9269 0 202 0 0
1706887072.9354 0 202 0 0
1706887072.9430 0 202 0 0
1706887072.9514 0 202 0 0
1706887072.9589 0 202 0 0
1706887072.9675 0 202 0 0
1706887072.9757 0 202 0 0
1706887072.9833 0 202 0 0
1706887072.9920 0 202 0 0
1706887072.9993 0 202 0 0
1706887073.0069 0 202 0 0
1706887073.0155 0 202 0 0
1706887073.0235 0 202 0 0
1706887073.0310 0 202 0 0
1706887073.0397 0 202 0 0
1706887073.0470 0 202 0 0
1706887073.0556 0 202 0 0
1706887073.0632 0 202 0 0
1706887073.0714 0 202 0 0
1706887073.0798 0 202 0 0
1706887073.0874 0 202 0 0
1706887073.0958 0 202 0 0
1706887073.1035 0 202 0 0
1706887073.1111 0 202 0 0
1706887073.1195 0 202 0 0
1706887073.1269 0 202 0 0
1706887073.1356 0 202 0 0
1706887073.1430 0 202 0 0
1706887073.1516 0 202 0 0
1706887073.1590 0 202 0 0
1706887073.1674 0 202 0 0
1706887073.1757 0 202 0 0
1706887073.1832 0 202 0 0
1706887073.1916 0 202 0 0
1706887073.1992 0 202 0 0
1706887073.2077 0 202 0 0
1706887073.2149 0 202 0 0
1706887073.2232 0 202 0 0
1706887073.2318 0 202 0 0
1706887073.2391 0 202 0 0
1706887073.2476 0 202 0 0
1706887073.2562 0 202 0 0
1706887073.2632 0 202 0 0
1706887073.2707 0 202 0 0
1706887073.2802 0 202 0 0
1706887073.2875 0 202 0 0
1706887073.2950 0 202 0 0
1706887073.3036 0 202 0 0
1706887073.3109 0 202 0 0
1706887073.3196 0 202 0 0
1706887073.3280 0 202 0 0
1706887073.3354 0 202 0 0
1706887073.3428 0 202 0 0
1706887073.3514 0 202 0 0
1706887073.3598 0 202 0 0
1706887073.3674 0 202 0 0
1706887073.3756 0 202 0 0
1706887073.3828 0 202 0 0
1706887073.3914 0 202 0 0
1706887073.4000 0 202 0 0
1706887073.4073 0 202 0 0
1706887073.4148 0 202 0 0
1706887073.4242 0 202 0 0
1706887073.4313 0 202 0 0
1706887073.4388 0 202 0 0
1706887073.4475 0 202 0 0
1706887073.4549 0 202 0 0
1706887073.4637 0 202 0 0
1706887073.4723 0 202 0 0
1706887073.4793 0 202 0 0
1706887073.4869 0 202 0 0
1706887073.4956 0 202 0 0
1706887073.5030 0 202 0 0
1706887073.5116 0 202 0 0
1706887073.5201 0 202 0 0
1706887073.5272 0 202 0 0
1706887073.5358 0 202 0 0
1706887073.5445 0 202 0 0
1706887073.5508 0 202 0 0
1706887073.5594 0 202 0 0
1706887073.5680 0 202 0 0
1706887073.5749 0 202 0 0
1706887073.5836 0 202 0 0
1706887073.5922 0 202 0 0
1706887073.5995 0 202 0 0
1706887073.6069 0 202 0 0
1706887073.6155 0 202 0 0
1706887073.6236 0 202 0 0
1706887073.6312 0 202 0 0
1706887073.6399 0 202 0 0
1706887073.6472 0 202 0 0
1706887073.6557 0 202 0 0
1706887073.6644 0 202 0 0
1706887073.6717 0 202 0 0
1706887073.6789 0 202 0 0
1706887073.6878 0 202 0 0
1706887073.6952 0 202 0 0
1706887073.7037 0 202 0 0
1706887073.7123 0 202 0 0
1706887073.7196 0 202 0 0
1706887073.7269 0 202 0 0
1706887073.7356 0 202 0 0
1706887073.7437 0 202 0 0
1706887073.7514 0 202 0 0
1706887073.7597 0 202 0 0
1706887073.7670 0 202 0 0
1706887073.7753 0 202 0 0
1706887073.7840 0 202 0 0
1706887073.7911 0 202 0 0
1706887073.7988 0 202 0 0
1706887073.8076 0 202 0 0
1706887073.8151 0 202 0 0
1706887073.8235 0 202 0 0
1706887073.8321 0 202 0 0
1706887073.8394 0 202 0 0
1706887073.8469 0 202 0 0
1706887073.8555 0 202 0 0
1706887073.8628 0 202 0 0
1706887073.8714 0 202 0 0
1706887073.8795 0 202 0 0
1706887073.8868 0 202 0 0
1706887073.8955 0 202 0 0
1706887073.9043 0 202 0 0
1706887073.9116 0 202 0 0
1706887073.9191 0 202 0 0
1706887073.9282 0 202 0 0
1706887073.9355 0 202 0 0
1706887073.9431 0 202 0 0
1706887073.9517 0 202 0 0
1706887073.9591 0 202 0 0
1706887073.9677 0 202 0 0
1706887073.9760 0 202 0 0
1706887073.9833 0 202 0 0
1706887073.9908 0 202 0 0
1706887073.9994 0 202 0 0
1706887074.0069 0 202 0 0
1706887074.0154 0 202 0 0
1706887074.0236 0 202 0 0
1706887074.0309 0 202 0 0
1706887074.0396 0 202 0 0
1706887074.0481 0 202 0 0
1706887074.0554 0 202 0 0
1706887074.0629 0 202 0 0
1706887074.0715 0 202 0 0
1706887074.0795 0 202 0 0
1706887074.0872 0 202 0 0
1706887074.0959 0 202 0 0
1706887074.1031 0 202 0 0
1706887074.1118 0 202 0 0
1706887074.1204 0 202 0 0
1706887074.1275 0 202 0 0
1706887074.1351 0 202 0 0
1706887074.1440 0 202 0 0
1706887074.1512 0 202 0 0
1706887074.1589 0 202 0 0
1706887074.1677 0 202 0 0
1706887074.1758 0 202 0 0
1706887074.1834 0 202 0 0
1706887074.1920 0 202 0 0
1706887074.1993 0 202 0 0
1706887074.2068 0 202 0 0
1706887074.2154 0 202 0 0
1706887074.2235 0 202 0 0
1706887074.2311 0 202 0 0
1706887074.2395 0 202 0 0
1706887074.2469 0 202 0 0
1706887074.2555 0 202 0 0
1706887074.2638 0 202 0 0
1706887074.2711 0 202 0 0
1706887074.2795 0 202 0 0
1706887074.2880 0 202 0 0
1706887074.2954 0 202 0 0
1706887074.3029 0 202 0 0
1706887074.3115 0 202 0 0
1706887074.3188 0 202 0 0
1706887074.3270 0 202 0 0
1706887074.3356 0 202 0 0
1706887074.3430 0 202 0 0
1706887074.3516 0 202 0 0
1706887074.3602 0 202 0 0
1706887074.3677 0 202 0 0
1706887074.3748 0 202 0 0
1706887074.3844 0 202 0 0
1706887074.3908 0 202 0 0
1706887074.3995 0 202 0 0
1706887074.4081 0 202 0 0
1706887074.4154 0 202 0 0
1706887074.4236 0 202 0 0
1706887074.4322 0 202 0 0
1706887074.4395 0 202 0 0
1706887074.4469 0 202 0 0
1706887074.4556 0 202 0 0
1706887074.4638 0 202 0 0
1706887074.4714 0 202 0 0
1706887074.4797 0 202 0 0
1706887074.4871 0 202 0 0
1706887074.4949 0 202 0 0
1706887074.5036 0 202 0 0
1706887074.5109 0 202 0 0
1706887074.5197 0 202 0 0
1706887074.5280 0 202 0 0
1706887074.5354 0 202 0 0
1706887074.5429 0 202 0 0
1706887074.5514 0 202 0 0
1706887074.5596 0 202 0 0
1706887074.5671 0 202 0 0
1706887074.5764 0 202 0 0
1706887074.5837 0 202 0 0
1706887074.5913 0 202 0 0
1706887074.5997 0 202 0 0
1706887074.6071 0 202 0 0
1706887074.6158 0 202 0 0
1706887074.6237 0 202 0 0
1706887074.6310 0 202 0 0
1706887074.6395 0 202 0 0
1706887074.6480 0 202 0 0
1706887074.6553 0 202 0 0
1706887074.6630 0 202 0 0
1706887074.6717 0 202 0 0
1706887074.6788 0 202 0 0
1706887074.6875 0 202 0 0
1706887074.6962 0 202 0 0
1706887074.7036 0 202 0 0
1706887074.7112 0 202 0 0
1706887074.7200 0 202 0 0
1706887074.7270 0 202 0 0
1706887074.7357 0 202 0 0
1706887074.7443 0 202 0 0
1706887074.7517 0 202 0 0
1706887074.7589 0 202 0 0
1706887074.7675 0 202 0 0
1706887074.7757 0 202 0 0
1706887074.7831 0 202 0 0
1706887074.7917 0 202 0 0
1706887074.7992 0 202 0 0
1706887074.8069 0 202 0 0
1706887074.8155 0 202 0 0
1706887074.8234 0 202 0 0
1706887074.8309 0 202 0 0
1706887074.8397 0 202 0 0
1706887074.8473 0 202 0 0
1706887074.8549 0 202 0 0
1706887074.8636 0 202 0 0
1706887074.8709 0 202 0 0
1706887074.8792 0 202 0 0
1706887074.8879 0 202 0 0
1706887074.8952 0 202 0 0
1706887074.9038 0 202 0 0
1706887074.9125 0 202 0 0
1706887074.9197 0 202 0 0
1706887074.9271 0 202 0 0
1706887074.9356 0 202 0 0
1706887074.9429 0 202 0 0
1706887074.9516 0 202 0 0
1706887074.9601 0 202 0 0
1706887074.9675 0 202 0 0
1706887074.9758 0 202 0 0
1706887074.9844 0 202 0 0
1706887074.9917 0 202 0 0
1706887074.9993 0 202 0 0
1706887075.0078 0 202 0 0
1706887075.0152 0 202 0 0
1706887075.0235 0 202 0 0
1706887075.0320 0 202 0 0
1706887075.0394 0 202 0 0
1706887075.0468 0 202 0 0
1706887075.0555 0 202 0 0
1706887075.0629 0 202 0 0
1706887075.0714 0 202 0 0
1706887075.0797 0 202 0 0
1706887075.0871 0 202 0 0
1706887075.0956 0 202 0 0
1706887075.1042 0 202 0 0
1706887075.1114 0 202 0 0
1706887075.1191 0 202 0 0
1706887075.1285 0 202 0 0
1706887075.1348 0 202 0 0
1706887075.1433 0 202 0 0
1706887075.1520 0 202 0 0
1706887075.1593 0 202 0 0
1706887075.1669 0 202 0 0
1706887075.1764 0 202 0 0
1706887075.1836 0 202 0 0
1706887075.1913 0 202 0 0
1706887075.2001 0 202 0 0
1706887075.2076 0 202 0 0
1706887075.2152 0 202 0 0
1706887075.2235 0 202 0 0
1706887075.2318 0 202 0 0
1706887075.2394 0 202 0 0
1706887075.2481 0 202 0 0
1706887075.2554 0 202 0 0
1706887075.2638 0 202 0 0
1706887075.2724 0 202 0 0
1706887075.2793 0 202 0 0
1706887075.2869 0 202 0 0
1706887075.2955 0 202 0 0
1706887075.3028 0 202 0 0
1706887075.3115 0 202 0 0
1706887075.3200 0 202 0 0
1706887075.3269 0 202 0 0
1706887075.3356 0 202 0 0
1706887075.3442 0 202 0 0
1706887075.3515 0 202 0 0
1706887075.3592 0 202 0 0
1706887075.3678 0 202 0 0
1706887075.3748 0 202 0 0
1706887075.3834 0 202 0 0
1706887075.3919 0 202 0 0
1706887075.3993 0 202 0 0
1706887075.4077 0 202 0 0
1706887075.4164 0 202 0 0
1706887075.4234 0 202 0 0
1706887075.4309 0 202 0 0
1706887075.4395 0 202 0 0
1706887075.4468 0 202 0 0
1706887075.4553 0 202 0 0
1706887075.4638 0 202 0 0
1706887075.4712 0 202 0 0
1706887075.4795 0 202 0 0
1706887075.4881 0 202 0 0
1706887075.4955 0 202 0 0
1706887075.5029 0 202 0 0
1706887075.5116 0 202 0 0
1706887075.5190 0 202 0 0
1706887075.5273 0 202 0 0
1706887075.5361 0 202 0 0
1706887075.5434 0 202 0 0
1706887075.5509 0 202 0 0
1706887075.5596 0 202 0 0
1706887075.5670 0 202 0 0
1706887075.5753 0 202 0 0
1706887075.5840 0 202 0 0
1706887075.5912 0 202 0 0
1706887075.5988 0 202 0 0
1706887075.6075 0 202 0 0
1706887075.6149 0 202 0 0
1706887075.6231 0 202 0 0
1706887075.6317 0 202 0 0
1706887075.6389 0 202 0 0
1706887075.6475 0 202 0 0
1706887075.6562 0 202 0 0
1706887075.6635 0 202 0 0
1706887075.6711 0 202 0 0
1706887075.6802 0 202 0 0
1706887075.6874 0 202 0 0
1706887075.6950 0 202 0 0
1706887075.7036 0 202 0 0
1706887075.7109 0 202 0 0
1706887075.7195 0 202 0 0
1706887075.7277 0 202 0 0
1706887075.7350 0 202 0 0
1706887075.7437 0 202 0 0
1706887075.7523 0 202 0 0
1706887075.7594 0 202 0 0
1706887075.7669 0 202 0 0
1706887075.7763 0 202 0 0
1706887075.7836 0 202 0 0
1706887075.7913 0 202 0 0
1706887075.8000 0 202 0 0
1706887075.8073 0 202 0 0
1706887075.8148 0 202 0 0
1706887075.8241 0 202 0 0
1706887075.8315 0 202 0 0
1706887075.8391 0 202 0 0
1706887075.8477 0 202 0 0
1706887075.8550 0 202 0 0
1706887075.8636 0 202 0 0
1706887075.8723 0 202 0 0
1706887075.8794 0 202 0 0
1706887075.8871 0 202 0 0
1706887075.8959 0 202 0 0
1706887075.9031 0 202 0 0
1706887075.9117 0 202 0 0
1706887075.9195 0 202 0 0
1706887075.9275 0 202 0 0
1706887075.9351 0 202 0 0
1706887075.9439 0 202 0 0
1706887075.9509 0 202 0 0
1706887075.9596 0 202 0 0
1706887075.9682 0 202 0 0
1706887075.9752 0 202 0 0
1706887075.9838 0 202 0 0
1706887075.9924 0 202 0 0
1706887075.9996 0 202 0 0
1706887076.0072 0 202 0 0
1706887076.0159 0 202 0 0
1706887076.0229 0 202 0 0
1706887076.0315 0 202 0 0
1706887076.0399 0 202 0 0
1706887076.0473 0 202 0 0
1706887076.0549 0 202 0 0
1706887076.0635 0 202 0 0
1706887076.0708 0 202 0 0
1706887076.0792 0 202 0 0
1706887076.0877 0 202 0 0
1706887076.0951 0 202 0 0
1706887076.1038 0 202 0 0
1706887076.1124 0 202 0 0
1706887076.1188 0 202 0 0
1706887076.1270 0 202 0 0
1706887076.1356 0 202 0 0
1706887076.1430 0 202 0 0
1706887076.1517 0 202 0 0
1706887076.1603 0 202 0 0
1706887076.1677 0 202 0 0
1706887076.1758 0 202 0 0
1706887076.1844 0 202 0 0
1706887076.1917 0 202 0 0
1706887076.1993 0 202 0 0
1706887076.2080 0 202 0 0
1706887076.2154 0 202 0 0
1706887076.2237 0 202 0 0
1706887076.2323 0 202 0 0
1706887076.2398 0 202 0 0
1706887076.2475 0 202 0 0
1706887076.2561 0 202 0 0
1706887076.2631 0 202 0 0
1706887076.2718 0 202 0 0
1706887076.2801 0 202 0 0
1706887076.2875 0 202 0 0
1706887076.2950 0 202 0 0
1706887076.3036 0 202 0 0
1706887076.3109 0 202 0 0
1706887076.3195 0 202 0 0
1706887076.3277 0 202 0 0
1706887076.3351 0 202 0 0
1706887076.3437 0 202 0 0
1706887076.3524 0 202 0 0
1706887076.3597 0 202 0 0
1706887076.3673 0 202 0 0
1706887076.3755 0 202 0 0
1706887076.3828 0 202 0 0
1706887076.3913 0 202 0 0
1706887076.3999 0 202 0 0
1706887076.4073 0 202 0 0
1706887076.4148 0 202 0 0
1706887076.4242 0 202 0 0
1706887076.4315 0 202 0 0
1706887076.4390 0 202 0 0
1706887076.4475 0 202 0 0
1706887076.4549 0 202 0 0
1706887076.4635 0 202 0 0
1706887076.4722 0 202 0 0
1706887076.4792 0 202 0 0
1706887076.4877 0 202 0 0
1706887076.4963 0 202 0 0
1706887076.5036 0 202 0 0
1706887076.5112 0 202 0 0
1706887076.5198 0 202 0 0
1706887076.5268 0 202 0 0
1706887076.5352 0 202 0 0
1706887076.5439 0 202 0 0
1706887076.5512 0 202 0 0
1706887076.5598 0 202 0 0
1706887076.5684 0 202 0 0
1706887076.5756 0 202 0 0
1706887076.5831 0 202 0 0
1706887076.5918 0 202 0 0
1706887076.5993 0 202 0 0
1706887076.6069 0 202 0 0
1706887076.6155 0 202 0 0
1706887076.6234 0 202 0 0
1706887076.6309 0 202 0 0
1706887076.6395 0 202 0 0
1706887076.6469 0 202 0 0
1706887076.6555 0 202 0 0
1706887076.6641 0 202 0 0
1706887076.6712 0 202 0 0
1706887076.6795 0 202 0 0
1706887076.6881 0 202 0 0
1706887076.6954 0 202 0 0
1706887076.7029 0 202 0 0
