% Edge sensor logfile log_20240202_162221.774/log_edge.txt
% 	Calib white 1000 1000 1000 1000 1000 1000 1000 1000
% 	Calib black 0 0 0 0 0 0 0 0
% 	White threshold (of 1000) 700 
% 1 	Time (sec)
% 2 	Edge valid
% 3 	Left edge position(m)
% 4 	Right edge position (m)
% 5 	Line width (m)
1706887346.2716 0 0.000 0.000 0.0000
1706887346.2789 0 0.000 0.000 0.0000
1706887346.2876 0 0.000 0.000 0.0000
1706887346.2955 0 0.000 0.000 0.0000
1706887346.3033 0 0.000 0.000 0.0000
1706887346.3110 0 0.000 0.000 0.0000
1706887346.3199 0 0.000 0.000 0.0000
1706887346.3270 0 0.000 0.000 0.0000
1706887346.3355 0 0.000 0.000 0.0000
1706887346.3434 0 0.000 0.000 0.0000
1706887346.3510 0 0.000 0.000 0.0000
1706887346.3589 0 0.000 0.000 0.0000
1706887346.3678 0 0.000 0.000 0.0000
1706887346.3753 0 0.000 0.000 0.0000
1706887346.3829 0 0.000 0.000 0.0000
1706887346.3916 0 0.000 0.000 0.0000
1706887346.3994 0 0.000 0.000 0.0000
1706887346.4072 0 0.000 0.000 0.0000
1706887346.4161 0 0.000 0.000 0.0000
1706887346.4236 0 0.000 0.000 0.0000
1706887346.4310 0 0.000 0.000 0.0000
1706887346.4399 0 0.000 0.000 0.0000
1706887346.4476 0 0.000 0.000 0.0000
1706887346.4555 0 0.000 0.000 0.0000
1706887346.4644 0 0.000 0.000 0.0000
1706887346.4710 0 0.000 0.000 0.0000
1706887346.4795 0 0.000 0.000 0.0000
1706887346.4884 0 0.000 0.000 0.0000
1706887346.4950 0 0.000 0.000 0.0000
1706887346.5029 0 0.000 0.000 0.0000
1706887346.5116 0 0.000 0.000 0.0000
1706887346.5193 0 0.000 0.000 0.0000
1706887346.5277 0 0.000 0.000 0.0000
1706887346.5356 0 0.000 0.000 0.0000
1706887346.5433 0 0.000 0.000 0.0000
1706887346.5510 0 0.000 0.000 0.0000
1706887346.5598 0 0.000 0.000 0.0000
1706887346.5675 0 0.000 0.000 0.0000
1706887346.5754 0 0.000 0.000 0.0000
1706887346.5839 0 0.000 0.000 0.0000
1706887346.5916 0 0.000 0.000 0.0000
1706887346.5994 0 0.000 0.000 0.0000
1706887346.6084 0 0.000 0.000 0.0000
1706887346.6150 0 0.000 0.000 0.0000
1706887346.6228 0 0.000 0.000 0.0000
1706887346.6324 0 0.000 0.000 0.0000
1706887346.6390 0 0.000 0.000 0.0000
1706887346.6478 0 0.000 0.000 0.0000
1706887346.6556 0 0.000 0.000 0.0000
1706887346.6634 0 0.000 0.000 0.0000
1706887346.6712 0 0.000 0.000 0.0000
1706887346.6796 0 0.000 0.000 0.0000
1706887346.6871 0 0.000 0.000 0.0000
